image_path,split,label_key,dish_name_vi,question,answer,question_type,needs_review,review_note,final_answer
/Users/meomeo/Downloads/VN Food copy/Images/Test/Bun dau mam tom/95.jpg,test,bun dau mam tom,bún đậu mắm tôm,Đây là món gì?,Đây là món bún đậu mắm tôm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Bun dau mam tom/95.jpg,test,bun dau mam tom,bún đậu mắm tôm,Tên món ăn trong ảnh là gì?,Tên món ăn là bún đậu mắm tôm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Bun dau mam tom/95.jpg,test,bun dau mam tom,bún đậu mắm tôm,Đây có phải món hủ tiếu không?,"Không, đây không phải món hủ tiếu.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Bun dau mam tom/95.jpg,test,bun dau mam tom,bún đậu mắm tôm,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Bun dau mam tom/95.jpg,test,bun dau mam tom,bún đậu mắm tôm,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Bun dau mam tom/95.jpg,test,bun dau mam tom,bún đậu mắm tôm,Món này thường được đựng trong gì?,Món này thường được đựng trong mẹt.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Bun dau mam tom/95.jpg,test,bun dau mam tom,bún đậu mắm tôm,Món này thường ăn nóng hay nguội?,Món này thường được ăn nguội.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Bun dau mam tom/95.jpg,test,bun dau mam tom,bún đậu mắm tôm,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là bún.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Bun dau mam tom/95.jpg,test,bun dau mam tom,bún đậu mắm tôm,Món ăn này có màu gì?,Món ăn này có màu đa màu.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/10.jpg,test,com tam,cơm tấm,Đây là món gì?,Đây là món cơm tấm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/10.jpg,test,com tam,cơm tấm,Tên món ăn trong ảnh là gì?,Tên món ăn là cơm tấm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/10.jpg,test,com tam,cơm tấm,Đây có phải món hủ tiếu không?,"Không, đây không phải món hủ tiếu.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/10.jpg,test,com tam,cơm tấm,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/10.jpg,test,com tam,cơm tấm,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/10.jpg,test,com tam,cơm tấm,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/10.jpg,test,com tam,cơm tấm,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/10.jpg,test,com tam,cơm tấm,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là cơm.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/10.jpg,test,com tam,cơm tấm,Món ăn này có màu gì?,Món ăn này có màu trắng nâu.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/102.jpg,test,com tam,cơm tấm,Đây là món gì?,Đây là món cơm tấm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/102.jpg,test,com tam,cơm tấm,Tên món ăn trong ảnh là gì?,Tên món ăn là cơm tấm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/102.jpg,test,com tam,cơm tấm,Đây có phải món bánh canh không?,"Không, đây không phải món bánh canh.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/102.jpg,test,com tam,cơm tấm,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/102.jpg,test,com tam,cơm tấm,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/102.jpg,test,com tam,cơm tấm,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/102.jpg,test,com tam,cơm tấm,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/102.jpg,test,com tam,cơm tấm,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là cơm.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/102.jpg,test,com tam,cơm tấm,Món ăn này có màu gì?,Món ăn này có màu trắng nâu.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/17.jpg,test,com tam,cơm tấm,Đây là món gì?,Đây là món cơm tấm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/17.jpg,test,com tam,cơm tấm,Tên món ăn trong ảnh là gì?,Tên món ăn là cơm tấm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/17.jpg,test,com tam,cơm tấm,Đây có phải món bánh mì không?,"Không, đây không phải món bánh mì.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/17.jpg,test,com tam,cơm tấm,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/17.jpg,test,com tam,cơm tấm,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/17.jpg,test,com tam,cơm tấm,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/17.jpg,test,com tam,cơm tấm,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/17.jpg,test,com tam,cơm tấm,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là cơm.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/17.jpg,test,com tam,cơm tấm,Món ăn này có màu gì?,Món ăn này có màu trắng nâu.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/18.jpg,test,com tam,cơm tấm,Đây là món gì?,Đây là món cơm tấm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/18.jpg,test,com tam,cơm tấm,Tên món ăn trong ảnh là gì?,Tên món ăn là cơm tấm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/18.jpg,test,com tam,cơm tấm,Đây có phải món hủ tiếu không?,"Không, đây không phải món hủ tiếu.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/18.jpg,test,com tam,cơm tấm,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/18.jpg,test,com tam,cơm tấm,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/18.jpg,test,com tam,cơm tấm,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/18.jpg,test,com tam,cơm tấm,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/18.jpg,test,com tam,cơm tấm,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là cơm.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/18.jpg,test,com tam,cơm tấm,Món ăn này có màu gì?,Món ăn này có màu trắng nâu.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/21.jpg,test,com tam,cơm tấm,Đây là món gì?,Đây là món cơm tấm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/21.jpg,test,com tam,cơm tấm,Tên món ăn trong ảnh là gì?,Tên món ăn là cơm tấm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/21.jpg,test,com tam,cơm tấm,Đây có phải món bánh canh không?,"Không, đây không phải món bánh canh.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/21.jpg,test,com tam,cơm tấm,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/21.jpg,test,com tam,cơm tấm,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/21.jpg,test,com tam,cơm tấm,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/21.jpg,test,com tam,cơm tấm,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/21.jpg,test,com tam,cơm tấm,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là cơm.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/21.jpg,test,com tam,cơm tấm,Món ăn này có màu gì?,Món ăn này có màu trắng nâu.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/26.jpg,test,com tam,cơm tấm,Đây là món gì?,Đây là món cơm tấm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/26.jpg,test,com tam,cơm tấm,Tên món ăn trong ảnh là gì?,Tên món ăn là cơm tấm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/26.jpg,test,com tam,cơm tấm,Đây có phải món hủ tiếu không?,"Không, đây không phải món hủ tiếu.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/26.jpg,test,com tam,cơm tấm,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/26.jpg,test,com tam,cơm tấm,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/26.jpg,test,com tam,cơm tấm,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/26.jpg,test,com tam,cơm tấm,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/26.jpg,test,com tam,cơm tấm,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là cơm.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/26.jpg,test,com tam,cơm tấm,Món ăn này có màu gì?,Món ăn này có màu trắng nâu.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/35.jpg,test,com tam,cơm tấm,Đây là món gì?,Đây là món cơm tấm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/35.jpg,test,com tam,cơm tấm,Tên món ăn trong ảnh là gì?,Tên món ăn là cơm tấm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/35.jpg,test,com tam,cơm tấm,Đây có phải món bánh tráng nướng không?,"Không, đây không phải món bánh tráng nướng.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/35.jpg,test,com tam,cơm tấm,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/35.jpg,test,com tam,cơm tấm,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/35.jpg,test,com tam,cơm tấm,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/35.jpg,test,com tam,cơm tấm,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/35.jpg,test,com tam,cơm tấm,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là cơm.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/35.jpg,test,com tam,cơm tấm,Món ăn này có màu gì?,Món ăn này có màu trắng nâu.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/38.jpg,test,com tam,cơm tấm,Đây là món gì?,Đây là món cơm tấm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/38.jpg,test,com tam,cơm tấm,Tên món ăn trong ảnh là gì?,Tên món ăn là cơm tấm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/38.jpg,test,com tam,cơm tấm,Đây có phải món bún bò Huế không?,"Không, đây không phải món bún bò Huế.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/38.jpg,test,com tam,cơm tấm,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/38.jpg,test,com tam,cơm tấm,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/38.jpg,test,com tam,cơm tấm,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/38.jpg,test,com tam,cơm tấm,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/38.jpg,test,com tam,cơm tấm,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là cơm.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/38.jpg,test,com tam,cơm tấm,Món ăn này có màu gì?,Món ăn này có màu trắng nâu.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/43.jpg,test,com tam,cơm tấm,Đây là món gì?,Đây là món cơm tấm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/43.jpg,test,com tam,cơm tấm,Tên món ăn trong ảnh là gì?,Tên món ăn là cơm tấm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/43.jpg,test,com tam,cơm tấm,Đây có phải món bánh tráng nướng không?,"Không, đây không phải món bánh tráng nướng.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/43.jpg,test,com tam,cơm tấm,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/43.jpg,test,com tam,cơm tấm,Đây có phải món nước không?,"Không, đây không phải món nước.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/43.jpg,test,com tam,cơm tấm,Món này thường được đựng trong gì?,Món này thường được đựng trong đĩa.,attribute_serving,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/43.jpg,test,com tam,cơm tấm,Món này thường ăn nóng hay nguội?,Món này thường được ăn nóng.,attribute_temperature,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/43.jpg,test,com tam,cơm tấm,Nguyên liệu chính của món này là gì?,Nguyên liệu chính là cơm.,attribute_ingredient,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/43.jpg,test,com tam,cơm tấm,Món ăn này có màu gì?,Món ăn này có màu trắng nâu.,attribute_color,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/44.jpg,test,com tam,cơm tấm,Đây là món gì?,Đây là món cơm tấm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/44.jpg,test,com tam,cơm tấm,Tên món ăn trong ảnh là gì?,Tên món ăn là cơm tấm.,recognition,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/44.jpg,test,com tam,cơm tấm,Đây có phải món bánh canh không?,"Không, đây không phải món bánh canh.",yes_no_negative,yes,,
/Users/meomeo/Downloads/VN Food copy/Images/Test/Com tam/44.jpg,test,com tam,cơm tấm,Đây thuộc loại món gì?,Đây là món khô.,attribute_type,yes,,
